Lat.,Long.,CombinedBins,Genetic ID_x,Master ID,Skeletal code_x,Skeletal element_x,"Year data from this individual was first published [for a present-day individuals we give the data of the data reported here; missing GreenScience 2010 (Vi33.15, Vi33.26), Olalde2018 (I2657), RasmussenNature2010 (Australian)]_x",Publication_x,"Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r5; Atmospheric data from Reimer et al (2020)_x","Date mean in BP in years before 1950 CE [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]_x","Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform distribution between the two bounds for a contextual date]_x","Full Date One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE_x",Age at Death from physical anthropology_x,Group ID_x,Locality_x,Political Entity_x,Pulldown Strategy_x,Data source_x,No. Libraries_x,1240k coverage (taken from original pulldown where possible)_x,SNPs hit on autosomal targets (Computed using easystats on 1240k snpset)_x,SNPs hit on autosomal targets (Computed using easystats on HO snpset)_x,Molecular Sex_x,Family ID and position within family_x,Y haplogroup (manual curation in terminal mutation format)_x,Y haplogroup (manual curation in ISOGG format)_x,mtDNA coverage (merged data)_x,mtDNA haplogroup if >2x or published_x,mtDNA match to consensus if >2x (merged data)_x,Damage rate in first nucleotide on sequences overlapping 1240k targets (merged data)_x,Sex ratio [Y/(Y+X) counts] (merged data)_x,"Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)_x",Libraries_x,ASSESSMENT_x,"ASSESSMENT WARNINGS (Xcontam interval is listed if lower bound is >0.005, ""QUESTIONABLE"" if lower bound is 0.01-0.02, ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0._x",Unnamed: 35_x,DateBins_x,Updated mtDNA haplogroup_x,P_y_sum,I_y_sum,G_y_sum,R_y_sum,E_y_sum,B_y_sum,H_y_sum,A_y_sum,D_y_sum,K_y_sum,J_y_sum,F_y_sum,N_y_sum,L_y_sum,Q_y_sum,C_y_sum,y_haplos_sum,Genetic ID_y,Skeletal code_y,Skeletal element_y,"Year data from this individual was first published [for a present-day individuals we give the data of the data reported here; missing GreenScience 2010 (Vi33.15, Vi33.26), Olalde2018 (I2657), RasmussenNature2010 (Australian)]_y",Publication_y,"Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r5; Atmospheric data from Reimer et al (2020)_y","Date mean in BP in years before 1950 CE [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]_y","Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform distribution between the two bounds for a contextual date]_y","Full Date One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE_y",Age at Death from physical anthropology_y,Group ID_y,Locality_y,Political Entity_y,Pulldown Strategy_y,Data source_y,No. Libraries_y,1240k coverage (taken from original pulldown where possible)_y,SNPs hit on autosomal targets (Computed using easystats on 1240k snpset)_y,SNPs hit on autosomal targets (Computed using easystats on HO snpset)_y,Molecular Sex_y,Family ID and position within family_y,Y haplogroup (manual curation in terminal mutation format)_y,Y haplogroup (manual curation in ISOGG format)_y,mtDNA coverage (merged data)_y,mtDNA haplogroup if >2x or published_y,mtDNA match to consensus if >2x (merged data)_y,Damage rate in first nucleotide on sequences overlapping 1240k targets (merged data)_y,Sex ratio [Y/(Y+X) counts] (merged data)_y,"Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)_y",Libraries_y,ASSESSMENT_y,"ASSESSMENT WARNINGS (Xcontam interval is listed if lower bound is >0.005, ""QUESTIONABLE"" if lower bound is 0.01-0.02, ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0._y",Unnamed: 35_y,DateBins_y,Updated mtDNA haplogroup_y,P_mt_sum,X_mt_sum,V_mt_sum,I_mt_sum,R_mt_sum,E_mt_sum,K_mt_sum,U_mt_sum,T_mt_sum,r_mt_sum,A_mt_sum,M_mt_sum,J_mt_sum,W_mt_sum,L_mt_sum,C_mt_sum,G_mt_sum,B_mt_sum,H_mt_sum,D_mt_sum,F_mt_sum,N_mt_sum,Z_mt_sum,Y_mt_sum,mt_haplos_sum
50.145766,14.221421,Czech Republic (5000-5999BP),I14168,I14168,1156 (115. 34201),petrous,2021,PapacScienceAdvances2021,Context: Date(s) from same site (I7186. I7187. I7188. I7189. I7191. I7192. I7193. I7194. MA1),68754,1616,4300-3500 BCE,,Czech_C_Baalberge_o2,Makotrasy,Czech Republic,Repulldown on 3.2M snpset,1240K,1,2.621408,9333863,5092748,F,n/a (no relatives detected),n/a (female),n/a,597.5,U5b2b3a,[0.984.0.998],0.099,0.009,ds.half,S14168.Y1.E1.L1,PASS,extraction.negative.flag,0.0,5000-5999,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I14168,1156 (115. 34201),petrous,2021,PapacScienceAdvances2021,Context: Date(s) from same site (I7186. I7187. I7188. I7189. I7191. I7192. I7193. I7194. MA1),68754,1616,4300-3500 BCE,,Czech_C_Baalberge_o2,Makotrasy,Czech Republic,Repulldown on 3.2M snpset,1240K,1,2.621408,9333863,5092748,F,n/a (no relatives detected),n/a (female),n/a,597.5,U5b2b3a,[0.984.0.998],0.099,0.009,ds.half,S14168.Y1.E1.L1,PASS,extraction.negative.flag,0.0,5000-5999,U,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0
50.151931,14.493838,Czech Republic (4000-4999BP),PDA001,PDA001,Praha-Ďáblice_22B,,2021,PapacScienceAdvances2021,Direct: IntCal20,20422,255,2140-1973 calBCE (3675±22 BP. MAMS-30755),,Czech_EBA_Unetice_sister.PDA002,Bohemia. Praha-Ďáblice,Czech Republic,Repulldown on 3.2M snpset,1240K,1,1.129153,3175762,1697416,F,Bohemia. Praha-_�blice Family A (5 members) (father-daughter: PDA005-PDA003. PDA005-PDA004. PDA005-PDA001 | father-son: PDA005-PDA002 | sisters: PDA003-PDA001. PDA003-PDA004. PDA004-PDA001 | siblings: PDA003-PDA002. PDA004-PDA002. PDA001-PDA002),n/a (female),n/a,,U5a1b1,,,,ds.half,PDA001.A0101.TF1.1,PASS,,0.0,4000-4999,U,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,PDA001,Praha-Ďáblice_22B,,2021,PapacScienceAdvances2021,Direct: IntCal20,20422,255,2140-1973 calBCE (3675±22 BP. MAMS-30755),,Czech_EBA_Unetice_sister.PDA002,Bohemia. Praha-Ďáblice,Czech Republic,Repulldown on 3.2M snpset,1240K,1,1.129153,3175762,1697416,F,Bohemia. Praha-_�blice Family A (5 members) (father-daughter: PDA005-PDA003. PDA005-PDA004. PDA005-PDA001 | father-son: PDA005-PDA002 | sisters: PDA003-PDA001. PDA003-PDA004. PDA004-PDA001 | siblings: PDA003-PDA002. PDA004-PDA002. PDA001-PDA002),n/a (female),n/a,,U5a1b1,,,,ds.half,PDA001.A0101.TF1.1,PASS,,0.0,4000-4999,U,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
50.155159,14.318068,Czech Republic (4000-4999BP),VPR001,VPR001,Velké P_ílepy_193,,2021,PapacScienceAdvances2021,Direct: IntCal20,4756,62,2899-2697 calBCE (4213±25 BP. MAMS-41373),,Czech_N_Rivnac,Bohemia. Velké Přílepy,Czech Republic,Repulldown on 3.2M snpset,1240K,1,1.486885,731421,400726,M,n/a (No relatives detected),,G,,U5a2d,,,,ds.half,VPR001.A0101.TF1.1,PASS,,0.0,4000-4999,U,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VPR001,Velké P_ílepy_193,,2021,PapacScienceAdvances2021,Direct: IntCal20,4756,62,2899-2697 calBCE (4213±25 BP. MAMS-41373),,Czech_N_Rivnac,Bohemia. Velké Přílepy,Czech Republic,Repulldown on 3.2M snpset,1240K,1,1.486885,731421,400726,M,n/a (No relatives detected),,G,,U5a2d,,,,ds.half,VPR001.A0101.TF1.1,PASS,,0.0,4000-4999,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
50.156484,14.538727,Czech Republic (3000-3999BP),PMI009,PMI009,Praha-Mi_kovice_31,,2021,PapacScienceAdvances2021,Direct: IntCal20,11408,179,2021-1773 calBCE (3560±35 BP. UtC-13190),,Czech_EBA_Unetice,Bohemia. Praha-Miškovice,Czech Republic,Repulldown on 3.2M snpset,1240K,1,0.147485,901760,485111,M,n/a (No relatives detected),n/a (female),K,,T2b,,,,ds.half,PMI009.A0301.TF1.1,PASS,,0.0,3000-3999,T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,PMI009,Praha-Mi_kovice_31,,2021,PapacScienceAdvances2021,Direct: IntCal20,11408,179,2021-1773 calBCE (3560±35 BP. UtC-13190),,Czech_EBA_Unetice,Bohemia. Praha-Miškovice,Czech Republic,Repulldown on 3.2M snpset,1240K,1,0.147485,901760,485111,M,n/a (No relatives detected),n/a (female),K,,T2b,,,,ds.half,PMI009.A0301.TF1.1,PASS,,0.0,3000-3999,T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
50.156484,14.538727,Czech Republic (4000-4999BP),PMI001,PMI001,Praha-Mi_kovice_13,,2021,PapacScienceAdvances2021,Direct: IntCal20,20389,283,2276-2038 calBCE (3745±22 BP. MAMS-19126),,Czech_EBA_Unetice,Bohemia. Praha-Miškovice,Czech Republic,Repulldown on 3.2M snpset,1240K,1,1.870481,1976177,1054005,F,n/a (No relatives detected),n/a (female),n/a,,H6a2,,,,ds.half,PMI001.A0301.TF1.1,PASS,,0.0,4000-4999,H,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,PMI001,Praha-Mi_kovice_13,,2021,PapacScienceAdvances2021,Direct: IntCal20,20389,283,2276-2038 calBCE (3745±22 BP. MAMS-19126),,Czech_EBA_Unetice,Bohemia. Praha-Miškovice,Czech Republic,Repulldown on 3.2M snpset,1240K,1,1.870481,1976177,1054005,F,n/a (No relatives detected),n/a (female),n/a,,H6a2,,,,ds.half,PMI001.A0301.TF1.1,PASS,,0.0,4000-4999,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,5.0
50.16,14.311,Czech Republic (4000-4999BP),RISE577_noUDG.SG,I4139,RISE577 (F0565. gr. 238),tooth,2015,AllentoftNature2015,Context: Archaeological - Period,4150,173,2500-1900 BCE,,Czech_EBA_Starounetice_dup.I4139.SG,Velké Přílepy,Czech Republic,Repulldown on 3.2M snpset,Shotgun,1,1.048,711387,392155,F,n/a (no relatives detected),n/a (female),n/a,,T2b,,,,ds.minus,RISE577,PASS,,0.0,4000-4999,T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RISE577_noUDG.SG,RISE577 (F0565. gr. 238),tooth,2015,AllentoftNature2015,Context: Archaeological - Period,4150,173,2500-1900 BCE,,Czech_EBA_Starounetice_dup.I4139.SG,Velké Přílepy,Czech Republic,Repulldown on 3.2M snpset,Shotgun,1,1.048,711387,392155,F,n/a (no relatives detected),n/a (female),n/a,,T2b,,,,ds.minus,RISE577,PASS,,0.0,4000-4999,T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
50.166667,14.316667,Czech Republic (4000-4999BP),I4139,I4139,RISE577 (F0565. gr. 238),tooth,2015,OlaldeNature2018 (known there as I5035),Context: Archaeological - Period,8300,346,2500-1900 BCE,,Czech_EBA_Starounetice,Velké Přílepy,Czech Republic,Repulldown on 3.2M snpset,1240K,1,2.78,741028,404104,F,n/a (no relatives detected),n/a (female),n/a,278,T2b,[0.996.1.000],0.081,0.013,ds.half,S5035.E1.L1,PASS,,0.0,4000-4999,T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I4139,RISE577 (F0565. gr. 238),tooth,2015,OlaldeNature2018 (known there as I5035),Context: Archaeological - Period,8300,346,2500-1900 BCE,,Czech_EBA_Starounetice,Velké Přílepy,Czech Republic,Repulldown on 3.2M snpset,1240K,1,2.78,741028,404104,F,n/a (no relatives detected),n/a (female),n/a,278,T2b,[0.996.1.000],0.081,0.013,ds.half,S5035.E1.L1,PASS,,0.0,4000-4999,T,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
50.167736,14.722575,Czech Republic (4000-4999BP),TOU001,TOU001,Toušeň_15,,2021,PapacScienceAdvances2021,Direct: IntCal20,4712,65,2881-2633 calBCE (4166±24 BP. MAMS-41357),,Czech_N_Rivnac,Bohemia. Toušeň,Czech Republic,Repulldown on 3.2M snpset,1240K,1,1.875147,804410,440781,M,n/a (No relatives detected),,G,,HV0a,,,,ds.half,TOU001.A0101.TF1.1,PASS,,0.0,4000-4999,R,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,TOU001,Toušeň_15,,2021,PapacScienceAdvances2021,Direct: IntCal20,4712,65,2881-2633 calBCE (4166±24 BP. MAMS-41357),,Czech_N_Rivnac,Bohemia. Toušeň,Czech Republic,Repulldown on 3.2M snpset,1240K,1,1.875147,804410,440781,M,n/a (No relatives detected),,G,,HV0a,,,,ds.half,TOU001.A0101.TF1.1,PASS,,0.0,4000-4999,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
50.170137,20.579034,Poland (4000-4999BP),RISE1159_noUDG.SG,RISE1159,ind 1,petrous,2019,SchroederPNAS2019,Direct (WARNING MISSING LAB CODE): IntCal20,33015,431,2884-2671 calBCE (4180±22 BP),,Poland_Koszyce_GlobularAmphora.SG,Koszyce. site 3,Poland,Repulldown on 3.2M snpset,Shotgun,,2.655982,6548255,3408280,F,Poland Cross-Site Family A (17 members) (RISE1163.�RISE1168.�RISE1169. and�RISE1173 are brothers- they all have the same father (and will be referred to as the Four Brothers).�RISE1163 and�RISE1173 have�RISE1172 as their mother while�RISE1169 and�RISE1173 have a mother that is likely very closely related to�RISE1172.�RISE1168-RISE1159-RISE1160 are in a father-mother-son family. As expected from this family structure. the genetics are also consistent with RISE1163. RISE1169 and RISE1173 all being 2nd to 3rd degree relatives of RISE1160 (uncles-nephew). RISE1160 is also a 2nd or 3rd degree relative of RISE1172. RISE1165. RISE1162. RISE1164. and RISE1250 (who is also a 2nd or 3rd degree relative of RISE1241). RISE1162 and RISE1164 are siblings with mother RISE1170. Both siblings are 2nd or 3rd degree relatives of the Four Brothers. RISE1172. RISE1160. RISE1165. and RISE1167. RISE1164 is also a 2nd or 3rd degree relative of RISE1171. who is a sibling of RISE1167 with mother RISE1166. Both siblings RISE1171 and RISE1167 are also 2nd or 3rd degree relatives of the Four Brothers. RISE1172. and RISE1165. RISE1167 is also a 2nd or 3rd degree relative of RISE1252. RISE1165 is a 2nd or 3rd degree relative of all sets of siblings and Rise1160.),n/a (female),n/a,,T2b,,,,ds.minus,,PASS,,0.0,4000-4999,T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RISE1159_noUDG.SG,ind 1,petrous,2019,SchroederPNAS2019,Direct (WARNING MISSING LAB CODE): IntCal20,33015,431,2884-2671 calBCE (4180±22 BP),,Poland_Koszyce_GlobularAmphora.SG,Koszyce. site 3,Poland,Repulldown on 3.2M snpset,Shotgun,,2.655982,6548255,3408280,F,Poland Cross-Site Family A (17 members) (RISE1163.�RISE1168.�RISE1169. and�RISE1173 are brothers- they all have the same father (and will be referred to as the Four Brothers).�RISE1163 and�RISE1173 have�RISE1172 as their mother while�RISE1169 and�RISE1173 have a mother that is likely very closely related to�RISE1172.�RISE1168-RISE1159-RISE1160 are in a father-mother-son family. As expected from this family structure. the genetics are also consistent with RISE1163. RISE1169 and RISE1173 all being 2nd to 3rd degree relatives of RISE1160 (uncles-nephew). RISE1160 is also a 2nd or 3rd degree relative of RISE1172. RISE1165. RISE1162. RISE1164. and RISE1250 (who is also a 2nd or 3rd degree relative of RISE1241). RISE1162 and RISE1164 are siblings with mother RISE1170. Both siblings are 2nd or 3rd degree relatives of the Four Brothers. RISE1172. RISE1160. RISE1165. and RISE1167. RISE1164 is also a 2nd or 3rd degree relative of RISE1171. who is a sibling of RISE1167 with mother RISE1166. Both siblings RISE1171 and RISE1167 are also 2nd or 3rd degree relatives of the Four Brothers. RISE1172. and RISE1165. RISE1167 is also a 2nd or 3rd degree relative of RISE1252. RISE1165 is a 2nd or 3rd degree relative of all sets of siblings and Rise1160.),n/a (female),n/a,,T2b,,,,ds.minus,,PASS,,0.0,4000-4999,T,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0
50.171785,-5.012467,United Kingdom (2000-2999BP),I16453,I16453,TB 192; 1967.31.1,tooth (molar),2021,PattersonNature2021,Context: Archaeological - Period,2350,231,800-1 BCE,,England_IA,England. Cornwall. St. Mawes. Tregear Vean,United Kingdom,Repulldown on 3.2M snpset,1240K,2,0.056747,64086,35002,M,n/a (no relatives detected),I1,I,55.444626,U5a2a1,,,0.399393327,ds.half.ss.half,S16453.Y1.E1.L1.S16453.Y1.E2.L1,PASS,,0.0,2000-2999,U,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,I16453,TB 192; 1967.31.1,tooth (molar),2021,PattersonNature2021,Context: Archaeological - Period,2350,231,800-1 BCE,,England_IA,England. Cornwall. St. Mawes. Tregear Vean,United Kingdom,Repulldown on 3.2M snpset,1240K,2,0.056747,64086,35002,M,n/a (no relatives detected),I1,I,55.444626,U5a2a1,,,0.399393327,ds.half.ss.half,S16453.Y1.E1.L1.S16453.Y1.E2.L1,PASS,,0.0,2000-2999,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
50.174207,14.646467,Czech Republic (3000-3999BP),BNL002,BNL002,Brand_s nad Labem_63-2,,2021,PapacScienceAdvances2021,Context: Archaeological - Site/Context (dates. same grave),23658,308,2140-1950 BCE,,Czech_EBA_Unetice,Bohemia. Brandýs nad Labem,Czech Republic,Repulldown on 3.2M snpset,1240K,1,1.166456,3275372,1798909,M,Bohemia. Brand_s nad Labem Family A (6 members) (father-son: BNL006-BNL007 | siblings: BNL001-BNL003 | 2d: BNL002-BNL007 | 2/3d: BNL005-BNL002. BNL005-BNL006. BNL005-BNL007. BNL002-BNL001. BNL002-BNL003. BNL002-BNL006. BNL006-BNL003. BNL007-BNL001. BNL007-BNL003),n/a (female),I,,U5a1c1,,,,ds.half,BNL002.C0101.TF1.1,PASS,,0.0,3000-3999,U,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,BNL002,Brand_s nad Labem_63-2,,2021,PapacScienceAdvances2021,Context: Archaeological - Site/Context (dates. same grave),23658,308,2140-1950 BCE,,Czech_EBA_Unetice,Bohemia. Brandýs nad Labem,Czech Republic,Repulldown on 3.2M snpset,1240K,1,1.166456,3275372,1798909,M,Bohemia. Brand_s nad Labem Family A (6 members) (father-son: BNL006-BNL007 | siblings: BNL001-BNL003 | 2d: BNL002-BNL007 | 2/3d: BNL005-BNL002. BNL005-BNL006. BNL005-BNL007. BNL002-BNL001. BNL002-BNL003. BNL002-BNL006. BNL006-BNL003. BNL007-BNL001. BNL007-BNL003),n/a (female),I,,U5a1c1,,,,ds.half,BNL002.C0101.TF1.1,PASS,,0.0,3000-3999,U,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
50.174207,14.646467,Czech Republic (4000-4999BP),BNL001,BNL001,Brand_s nad Labem_63-1,,2021,PapacScienceAdvances2021,Direct: IntCal20,16244,196,2141-1975 calBCE (3677±21 BP. MAMS-30775),,Czech_EBA_Unetice_sister.BNL003,Bohemia. Brandýs nad Labem,Czech Republic,Repulldown on 3.2M snpset,1240K,1,0.177061,1831861,1003193,F,Bohemia. Brand_s nad Labem Family A (6 members) (father-son: BNL006-BNL007 | siblings: BNL001-BNL003 | 2d: BNL002-BNL007 | 2/3d: BNL005-BNL002. BNL005-BNL006. BNL005-BNL007. BNL002-BNL001. BNL002-BNL003. BNL002-BNL006. BNL006-BNL003. BNL007-BNL001. BNL007-BNL003),n/a (female),n/a,,U5b2a2a,,,,ds.half,BNL001.A0101.TF1.1,PASS,,0.0,4000-4999,U,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,BNL001,Brand_s nad Labem_63-1,,2021,PapacScienceAdvances2021,Direct: IntCal20,16244,196,2141-1975 calBCE (3677±21 BP. MAMS-30775),,Czech_EBA_Unetice_sister.BNL003,Bohemia. Brandýs nad Labem,Czech Republic,Repulldown on 3.2M snpset,1240K,1,0.177061,1831861,1003193,F,Bohemia. Brand_s nad Labem Family A (6 members) (father-son: BNL006-BNL007 | siblings: BNL001-BNL003 | 2d: BNL002-BNL007 | 2/3d: BNL005-BNL002. BNL005-BNL006. BNL005-BNL007. BNL002-BNL001. BNL002-BNL003. BNL002-BNL006. BNL006-BNL003. BNL007-BNL001. BNL007-BNL003),n/a (female),n/a,,U5b2a2a,,,,ds.half,BNL001.A0101.TF1.1,PASS,,0.0,4000-4999,U,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
50.19,14.158,Czech Republic (1000-1999BP),RISE569_noUDG.SG,I4137,RISE569 (F0527. A01643. gr. 36),tooth,2015,AllentoftNature2015,Direct: IntCal20,2429,125,660-774 calCE (1300±30 BP. Poz-84461),,Czech_EarlySlav_dup.I4137.SG,Brandysek,Czech Republic,Repulldown on 3.2M snpset,Shotgun,1,0.98,768954,417189,F,n/a (no relatives detected),n/a (female),n/a,,H1af,,,,ds.minus,RISE569,PASS,,0.0,1000-1999,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RISE569_noUDG.SG,RISE569 (F0527. A01643. gr. 36),tooth,2015,AllentoftNature2015,Direct: IntCal20,2429,125,660-774 calCE (1300±30 BP. Poz-84461),,Czech_EarlySlav_dup.I4137.SG,Brandysek,Czech Republic,Repulldown on 3.2M snpset,Shotgun,1,0.98,768954,417189,F,n/a (no relatives detected),n/a (female),n/a,,H1af,,,,ds.minus,RISE569,PASS,,0.0,1000-1999,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
50.19,14.158,Czech Republic (4000-4999BP),I7250,I7250,BRAN_4 (Grave 4. 31480),petrous,2018,OlaldeNature2018,Context: Archaeological - Period,8400,288,2500-2000 BCE,,Czech_BellBeaker,Brandýsek,Czech Republic,Repulldown on 3.2M snpset,1240K,1,0.151605,196981,105548,F,n/a (no relatives detected),n/a (female),n/a,42.9,R1a1a,[0.982.0.994],0.097,0.008,ds.half,S7250.E1.L1,PASS,,0.0,4000-4999,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I7250,BRAN_4 (Grave 4. 31480),petrous,2018,OlaldeNature2018,Context: Archaeological - Period,8400,288,2500-2000 BCE,,Czech_BellBeaker,Brandýsek,Czech Republic,Repulldown on 3.2M snpset,1240K,1,0.151605,196981,105548,F,n/a (no relatives detected),n/a (female),n/a,42.9,R1a1a,[0.982.0.994],0.097,0.008,ds.half,S7250.E1.L1,PASS,,0.0,4000-4999,R,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
